name,type_name,character_name,number,image_url
Ultraman Rosso,Flame,ROSSO,(PR-054)BP02-023,https://img.ultraman-cardgame.com/images/card_details/726ee4cbfcecf97fa9faf9d26cff9f3235c0f8d5.png
Farewell Icarus,,-,(PR-053)BP02-103,https://img.ultraman-cardgame.com/images/card_details/40ee8bd62587dfa4d2a7bff3ce17fd0602306af9.png
Ultraman Mebius,Lightning Counter Zero,MEBIUS,(PR-088)BP02-069,https://img.ultraman-cardgame.com/images/card_details/1826a5b497735e0b0ad2f1e59cbcea922c1dc6c1.png
Ultraman Mebius,Lightning Counter Zero,MEBIUS,(PR-050)BP02-069,https://img.ultraman-cardgame.com/images/card_details/5f37a2b6ffcca75d5fda9c31e5c31e1226a9a958.png
Ultraman Gaia,Supreme Version,GAIA,(PR-051)BP02-006,https://img.ultraman-cardgame.com/images/card_details/06257c3ec27d6f5d58042f07f391baf722b2ca39.png
Ultraman Gaia,V2,GAIA,(PR-033)SD01-003,https://img.ultraman-cardgame.com/images/card_details/61787b1a58ecfb24be5b1b1e8f824384ec915afc.png
Ultraman Arc,Galaxy Armor,ARC,(PR-039)BP02-043,https://img.ultraman-cardgame.com/images/card_details/e951d7b19e7bd3ec79320939f355188f9208242c.png
The Silver Eyes of Izak,,-,(PR-038)BP02-099,https://img.ultraman-cardgame.com/images/card_details/7fb31403ae6b0067cd818d01c86faf5cd95878a7.png
Ultraman Arc,,ARC,(PR-037)BP02-040,https://img.ultraman-cardgame.com/images/card_details/5aae81a31be753e77ee42c306d4d4865e50de85c.png
Ultraman Blazar,Spiral Burrade,BLAZAR,(PR-009)BP01-043,https://img.ultraman-cardgame.com/images/card_details/279d7a0f71602546accb3c3af5973f2cf585d83b.png
"Light and Darkness, Again",,-,(PR-021)BP01-104,https://img.ultraman-cardgame.com/images/card_details/6d6762275e4eb3cac8a6a2b79f7c3e0a1e3183ea.png
Ultraman Blazar,Tilsonite Sword,BLAZAR,(PR-035)BP02-086,https://img.ultraman-cardgame.com/images/card_details/0ec48b9bba39073be9121586d4b97be8e3060c2f.png
The Space NinjaAlien Baltan,,ALIEN BALTAN,PR-036,https://img.ultraman-cardgame.com/images/card_details/416715d76a4be42d6cb60365b721c83e3e78fb9f.png
Ultraman Decker,Flash Type,DECKER,(PR-008)BP01-034,https://img.ultraman-cardgame.com/images/card_details/6c41ce75bb0757a626a41abfb634d1cac5eac2a5.png
Ultraman Zero,,ZERO,(PR-018)BP01-059,https://img.ultraman-cardgame.com/images/card_details/37927f60af262022a57085df7d315628cfc9dd04.png
Ultraman,BASIC,KEN SATO,PR-027,https://img.ultraman-cardgame.com/images/card_details/a2933be81e6d01ab0afc6b7b33002ae91ad1b73b.png
The Champion of the Fierce Fight,,-,(PR-020)BP01-103,https://img.ultraman-cardgame.com/images/card_details/39982295c58b12f42a08c76ae18ccbbb2c5ab024.png
What We Have to Protect,,-,ExP BP02-101,https://img.ultraman-cardgame.com/images/card_details/9b4912a3306b8e3d6a4a2adfe3b3e0dad0c0e84a.png
Ultraman Blazar,Tilsonite Sword,BLAZAR,AP(20/20)BP02-086,https://img.ultraman-cardgame.com/images/card_details/437cdac6dce850e1ee6e2017bc9ee73e62aa9684.png
Ultraman Blazar,,BLAZAR,AP(19/20)BP02-082,https://img.ultraman-cardgame.com/images/card_details/e917e4d51e274bcb3bd11bb6800310c922707648.png
Ultraman Hikari,,HIKARI,AP(18/20)BP02-079,https://img.ultraman-cardgame.com/images/card_details/5f79741f850b908b19c77953677c0c8e2b2a9583.png
Hunter Knight Tsurugi,,HIKARI,AP(17/20)BP02-073,https://img.ultraman-cardgame.com/images/card_details/eec6ae38b6f56b2d00d6ec2bdfbce88d21d5fa22.png
Ultraman Mebius,,MEBIUS,AP(16/20)BP02-065,https://img.ultraman-cardgame.com/images/card_details/2c2429d1aa8b7d39d54e5b669987d1ea96a94f80.png
Ultraman Agul,,AGUL,AP(15/20)BP02-058,https://img.ultraman-cardgame.com/images/card_details/8a68661c2fe38265a76c0aba5404a41246c216d5.png
Ultraman Agul,V1,AGUL,AP(14/20)BP02-055,https://img.ultraman-cardgame.com/images/card_details/a9adb47a8b2eadf1bd3df3aabfb5f1a12fd9506f.png
Ultraman Dyna,,DYNA,AP(13/20)BP02-049,https://img.ultraman-cardgame.com/images/card_details/caeefc4c763d5db04c1d93ec80dbc1f3d9655f51.png
Ultraman Dyna,Flash Type,DYNA,AP(12/20)BP02-046,https://img.ultraman-cardgame.com/images/card_details/daa672c5f8a1f4a175fa9008a8d7d66d7f241dee.png
Ultraman Arc,Galaxy Armor,ARC,AP(11/20)BP02-045,https://img.ultraman-cardgame.com/images/card_details/a737bc337a265f83d81c967a9d0f29687b33b8b7.png
Ultraman Arc,Saturn Armor,ARC,AP(10/20)BP02-044,https://img.ultraman-cardgame.com/images/card_details/a158b392385711eed69ab39113dbdab1304c9dae.png
Ultraman Arc,Galaxy Armor,ARC,SP(05/05)BP02-043,https://img.ultraman-cardgame.com/images/card_details/20a3729785c90fe65be5e1298dd2d029ccea64f1.png
Ultraman Arc,Luna Armor,ARC,AP(09/20)BP02-042,https://img.ultraman-cardgame.com/images/card_details/adbdec95663f8d090fdd2b9f25f459e0c16d4209.png
Ultraman Arc,Solis Armor,ARC,AP(08/20)BP02-041,https://img.ultraman-cardgame.com/images/card_details/275d60aac1b5fe8ba209a8b0a43a7ab49847af2f.png
Ultraman Blu,Aqua,BLU,SP(04/05)BP02-035,https://img.ultraman-cardgame.com/images/card_details/270cb73a5c66b000529a6cefc053f3d2d566c7df.png
Ultraman Blu,,BLU,AP(07/20)BP02-031,https://img.ultraman-cardgame.com/images/card_details/50682948a97c4f6af88c124487feef9f19026a32.png
Ultraman Blu,Aqua,BLU,AP(06/20)BP02-027,https://img.ultraman-cardgame.com/images/card_details/e845d22ad24396f38d906b6afe08e922a863e261.png
Ultraman Rosso,Flame,ROSSO,SP(03/05)BP02-023,https://img.ultraman-cardgame.com/images/card_details/b1fd055f4c343cad8bcbde125773d64048222159.png
Ultraman Rosso,,ROSSO,AP(05/20)BP02-019,https://img.ultraman-cardgame.com/images/card_details/04abbd9eae3ee202c756ac83a2ceeb2eacc5bf28.png
Ultraman Rosso,Flame,ROSSO,AP(04/20)BP02-015,https://img.ultraman-cardgame.com/images/card_details/d1d7a4b8934aa0e14a7d41b02a39c03f488cbd80.png
Ultimate Zero,,ZERO,SP(02/05)BP02-012,https://img.ultraman-cardgame.com/images/card_details/acfc968842ad7b2c9b1d7cfb7a7088318ea88e28.png
Ultimate Zero,,ZERO,SSSP(02/02)BP02-012,https://img.ultraman-cardgame.com/images/card_details/29cd9b04f8e57e8ab80f8f539610537cb8c9d3b2.png
Ultimate Zero,,ZERO,UR(02/02)BP02-012,https://img.ultraman-cardgame.com/images/card_details/62749f4846d385cf7ecee420d1b19b9c6f4a6716.png
Ultraman Zero,,ZERO,AP(03/20)BP02-009,https://img.ultraman-cardgame.com/images/card_details/f3a68491b6908517e84e12951b78988df1ab5883.png
Ultraman Gaia,Supreme Version,GAIA,SP(01/05)BP02-005,https://img.ultraman-cardgame.com/images/card_details/7e12138249d288677ed683624a9da6ece057112e.png
Ultraman Gaia,Supreme Version,GAIA,SSSP(01/02)BP02-005,https://img.ultraman-cardgame.com/images/card_details/4e81dc27cd949589a2f99d3c38923e0be4657d65.png
Ultraman Gaia,Supreme Version,GAIA,UR(01/02)BP02-005,https://img.ultraman-cardgame.com/images/card_details/d03c0ffbdb2ef2ddecdb253eef41a6f726a87aac.png
Ultraman Gaia,Liquidator,GAIA,AP(02/20)BP02-002,https://img.ultraman-cardgame.com/images/card_details/4951b0796e9419aa4224c90bcc63f6af78bda084.png
Ultraman Gaia,V2,GAIA,AP(01/20)BP02-001,https://img.ultraman-cardgame.com/images/card_details/7ffd92ec6b0ec34f0abae9dc6e0dcef0006b87c9.png
Arc to the Future,,-,(PR-019)BP01-102,https://img.ultraman-cardgame.com/images/card_details/15ecdf800d6b0a4147200aecb4801debabd95319.png
The Space Dinosaur Zetton,,ZETTON,PR-015,https://img.ultraman-cardgame.com/images/card_details/8558f35d78330cb28081c9fb579d8e09bf448f9a.png
